sid,group,initblk,epoch,trial,task,compatibility,targ,col,dir,resp,corr,rt
106,Low,1,3,350,2,0,0,2,1,0,1,0
106,Low,1,3,351,2,0,0,2,1,0,1,0
106,Low,1,3,352,2,2,1,1,1,1,1,0.343081336
106,Low,1,3,353,2,0,0,2,1,0,1,0
106,Low,1,3,354,2,0,0,2,2,0,1,0
106,Low,1,3,355,2,1,1,1,2,1,1,0.428578411
106,Low,1,3,356,2,1,1,1,2,1,1,0.447424722
106,Low,1,3,357,2,2,1,1,1,1,1,0.402331152
106,Low,1,3,358,2,1,1,1,2,1,1,0.35406335
106,Low,1,3,359,2,0,0,2,2,0,1,0
106,Low,1,3,360,2,0,0,2,2,0,1,0
106,Low,1,4,361,1,1,1,1,2,0,0,0
106,Low,1,4,362,1,1,1,1,2,1,1,0.310758151
106,Low,1,4,363,1,0,0,2,1,0,1,0
106,Low,1,4,364,1,0,0,2,1,0,1,0
106,Low,1,4,365,1,0,0,2,2,0,1,0
106,Low,1,4,366,1,0,0,2,2,0,1,0
106,Low,1,4,367,1,2,1,1,1,1,1,0.338001396
106,Low,1,4,368,1,0,0,2,1,0,1,0
106,Low,1,4,369,1,0,0,2,2,0,1,0
106,Low,1,4,370,1,0,0,2,2,0,1,0
106,Low,1,4,371,1,1,1,1,2,1,1,0.348870445
106,Low,1,4,372,1,1,1,1,2,1,1,0.368085988
106,Low,1,4,373,1,0,0,2,2,0,1,0
106,Low,1,4,374,1,2,1,1,1,1,1,0.343249641
106,Low,1,4,375,1,0,0,2,1,0,1,0
106,Low,1,4,376,1,2,1,1,1,1,1,0.346375633
106,Low,1,4,377,1,1,1,1,2,1,1,0.428180615
106,Low,1,4,378,1,0,0,2,1,0,1,0
106,Low,1,4,379,1,2,1,1,1,1,1,0.402892215
106,Low,1,4,380,1,2,1,1,1,1,1,0.419325561
106,Low,1,4,381,1,0,0,2,1,0,1,0
106,Low,1,4,382,1,1,1,1,2,1,1,0.362242783
106,Low,1,4,383,1,1,1,1,2,1,1,0.346868162
106,Low,1,4,384,1,1,1,1,2,1,1,0.333552487
106,Low,1,4,385,1,0,0,2,1,0,1,0
106,Low,1,4,386,1,1,1,1,2,1,1,0.30651278
106,Low,1,4,387,1,2,1,1,1,1,1,0.390142449
106,Low,1,4,388,1,2,1,1,1,1,1,0.346797612
106,Low,1,4,389,1,0,0,2,2,0,1,0
106,Low,1,4,390,1,0,0,2,2,0,1,0
106,Low,1,4,391,1,2,1,1,1,1,1,0.305573237
106,Low,1,4,392,1,0,0,2,2,0,1,0
106,Low,1,4,393,1,0,0,2,2,0,1,0
106,Low,1,4,394,1,0,0,2,1,0,1,0
106,Low,1,4,395,1,2,1,1,1,1,1,0.313876107
106,Low,1,4,396,1,2,1,1,1,1,1,0.398464984
106,Low,1,4,397,1,0,0,2,1,0,1,0
106,Low,1,4,398,1,0,0,2,2,0,1,0
106,Low,1,4,399,1,1,1,1,2,1,1,0.388517268
106,Low,1,4,400,1,0,0,2,1,0,1,0
106,Low,1,4,401,1,0,0,2,2,0,1,0
106,Low,1,4,402,1,0,0,2,2,0,1,0
106,Low,1,4,403,1,2,1,1,1,1,1,0.365406692
106,Low,1,4,404,1,0,0,2,2,0,1,0
106,Low,1,4,405,1,1,1,1,2,0,0,0
106,Low,1,4,406,1,0,0,2,2,0,1,0
106,Low,1,4,407,1,0,0,2,2,0,1,0
106,Low,1,4,408,1,0,0,2,1,0,1,0
106,Low,1,4,409,1,0,0,2,1,0,1,0
106,Low,1,4,410,1,1,1,1,2,1,1,0.433310702
106,Low,1,4,411,1,2,1,1,1,1,1,0.418350588
106,Low,1,4,412,1,2,1,1,1,1,1,0.3091444
106,Low,1,4,413,1,2,1,1,1,1,1,0.423856741
106,Low,1,4,414,1,0,0,2,1,0,1,0
106,Low,1,4,415,1,2,1,1,1,1,1,0.493328391
106,Low,1,4,416,1,0,0,2,1,0,1,0
106,Low,1,4,417,1,1,1,1,2,1,1,0.402307388
106,Low,1,4,418,1,1,1,1,2,1,1,0.457302355
106,Low,1,4,419,1,1,1,1,2,1,1,0.343358243
106,Low,1,4,420,1,0,0,2,1,0,1,0
106,Low,1,4,421,2,2,1,1,1,1,1,0.456473354
106,Low,1,4,422,2,1,1,1,2,1,1,0.474981549
106,Low,1,4,423,2,1,1,1,2,1,1,0.399743489
106,Low,1,4,424,2,2,1,1,1,1,1,0.449481825
106,Low,1,4,425,2,0,0,2,1,0,1,0
106,Low,1,4,426,2,1,1,1,2,1,1,0.391101148
106,Low,1,4,427,2,2,1,1,1,1,1,0.374562105
106,Low,1,4,428,2,0,0,2,1,0,1,0
106,Low,1,4,429,2,2,1,1,1,1,1,0.444269482
106,Low,1,4,430,2,0,0,2,2,0,1,0
106,Low,1,4,431,2,1,1,1,2,1,1,0.385245459
106,Low,1,4,432,2,0,0,2,1,0,1,0
106,Low,1,4,433,2,0,0,2,2,0,1,0
106,Low,1,4,434,2,0,0,2,2,0,1,0
106,Low,1,4,435,2,0,0,2,1,0,1,0
106,Low,1,4,436,2,0,0,2,2,0,1,0
106,Low,1,4,437,2,2,1,1,1,1,1,0.431951164
106,Low,1,4,438,2,1,1,1,2,1,1,0.453466562
106,Low,1,4,439,2,0,0,2,1,0,1,0
106,Low,1,4,440,2,0,0,2,2,0,1,0
106,Low,1,4,441,2,1,1,1,2,1,1,0.302216403
106,Low,1,4,442,2,0,0,2,1,0,1,0
106,Low,1,4,443,2,0,0,2,1,0,1,0
106,Low,1,4,444,2,2,1,1,1,1,1,0.356416191
106,Low,1,4,445,2,2,1,1,1,1,1,0.377953994
106,Low,1,4,446,2,2,1,1,1,1,1,0.428409381
106,Low,1,4,447,2,0,0,2,1,0,1,0
106,Low,1,4,448,2,0,0,2,2,0,1,0
106,Low,1,4,449,2,1,1,1,2,1,1,0.386000643
106,Low,1,4,450,2,1,1,1,2,1,1,0.435941511
106,Low,1,4,451,2,0,0,2,1,0,1,0
106,Low,1,4,452,2,0,0,2,2,0,1,0
106,Low,1,4,453,2,1,1,1,2,1,1,0.332607825
106,Low,1,4,454,2,0,0,2,2,0,1,0
106,Low,1,4,455,2,2,1,1,1,1,1,0.43255839
106,Low,1,4,456,2,0,0,2,2,0,1,0
106,Low,1,4,457,2,0,0,2,2,0,1,0
106,Low,1,4,458,2,0,0,2,1,0,1,0
106,Low,1,4,459,2,2,1,1,1,1,1,0.413525028
106,Low,1,4,460,2,1,1,1,2,1,1,0.335813876
106,Low,1,4,461,2,0,0,2,2,0,1,0
106,Low,1,4,462,2,2,1,1,1,1,1,0.452277086
106,Low,1,4,463,2,1,1,1,2,1,1,0.343590271
106,Low,1,4,464,2,0,0,2,1,0,1,0
106,Low,1,4,465,2,1,1,1,2,1,1,0.3186915
106,Low,1,4,466,2,1,1,1,2,1,1,0.369431282
106,Low,1,4,467,2,0,0,2,1,0,1,0
106,Low,1,4,468,2,0,0,2,2,0,1,0
106,Low,1,4,469,2,0,0,2,1,0,1,0
106,Low,1,4,470,2,2,1,1,1,1,1,0.344304043
106,Low,1,4,471,2,0,0,2,2,0,1,0
106,Low,1,4,472,2,1,1,1,2,1,1,0.415289714
106,Low,1,4,473,2,0,0,2,1,0,1,0
106,Low,1,4,474,2,0,0,2,2,0,1,0
106,Low,1,4,475,2,0,0,2,2,0,1,0
106,Low,1,4,476,2,0,0,2,1,0,1,0
106,Low,1,4,477,2,2,1,1,1,0,0,0
106,Low,1,4,478,2,2,1,1,1,1,1,0.302337471
106,Low,1,4,479,2,1,1,1,2,1,1,0.31940425
106,Low,1,4,480,2,2,1,1,1,1,1,0.33889462
107,Low,2,1,1,2,1,1,1,1,1,1,0.623943914
107,Low,2,1,2,2,1,1,1,1,1,1,0.385404378
107,Low,2,1,3,2,0,0,2,1,0,1,0
107,Low,2,1,4,2,1,1,1,1,1,1,0.391043127
107,Low,2,1,5,2,0,0,2,1,0,1,0
107,Low,2,1,6,2,1,1,1,1,1,1,0.300631581
107,Low,2,1,7,2,2,1,1,2,1,1,0.447083157
107,Low,2,1,8,2,0,0,2,2,0,1,0
107,Low,2,1,9,2,2,1,1,2,1,1,0.387335819
107,Low,2,1,10,2,0,0,2,2,0,1,0
107,Low,2,1,11,2,0,0,2,1,0,1,0
107,Low,2,1,12,2,0,0,2,2,0,1,0
107,Low,2,1,13,2,0,0,2,1,0,1,0
107,Low,2,1,14,2,1,1,1,1,1,1,0.321899867
107,Low,2,1,15,2,2,1,1,2,1,1,0.337935183
107,Low,2,1,16,2,0,0,2,2,0,1,0
107,Low,2,1,17,2,0,0,2,2,0,1,0
107,Low,2,1,18,2,2,1,1,2,1,1,0.362934361
107,Low,2,1,19,2,0,0,2,1,0,1,0
107,Low,2,1,20,2,2,1,1,2,1,1,0.398145701
107,Low,2,1,21,2,1,1,1,1,1,1,0.373394675
107,Low,2,1,22,2,0,0,2,2,0,1,0
107,Low,2,1,23,2,0,0,2,1,0,1,0
107,Low,2,1,24,2,1,1,1,1,1,1,0.332404793
107,Low,2,1,25,2,0,0,2,2,0,1,0
107,Low,2,1,26,2,2,1,1,2,1,1,0.40116925
107,Low,2,1,27,2,0,0,2,2,0,1,0
107,Low,2,1,28,2,0,0,2,2,0,1,0
107,Low,2,1,29,2,0,0,2,1,0,1,0
107,Low,2,1,30,2,1,1,1,1,1,1,0.350331888
107,Low,2,1,31,2,0,0,2,1,0,1,0
107,Low,2,1,32,2,1,1,1,1,1,1,0.320171581
107,Low,2,1,33,2,0,0,2,1,0,1,0
107,Low,2,1,34,2,2,1,1,2,1,1,0.294735431
107,Low,2,1,35,2,2,1,1,2,1,1,0.342574918
107,Low,2,1,36,2,1,1,1,1,1,1,0.362684509
107,Low,2,1,37,2,2,1,1,2,1,1,0.381913247
107,Low,2,1,38,2,0,0,2,1,0,1,0
107,Low,2,1,39,2,0,0,2,2,0,1,0
107,Low,2,1,40,2,2,1,1,2,1,1,0.372756929
107,Low,2,1,41,2,0,0,2,1,0,1,0
107,Low,2,1,42,2,2,1,1,2,1,1,0.363151181
107,Low,2,1,43,2,2,1,1,2,1,1,0.415774267
107,Low,2,1,44,2,0,0,2,2,0,1,0
107,Low,2,1,45,2,0,0,2,2,0,1,0
107,Low,2,1,46,2,2,1,1,2,1,1,0.343663523
107,Low,2,1,47,2,0,0,2,2,0,1,0
107,Low,2,1,48,2,0,0,2,1,0,1,0
107,Low,2,1,49,2,1,1,1,1,1,1,0.366919832
107,Low,2,1,50,2,0,0,2,1,0,1,0
107,Low,2,1,51,2,2,1,1,2,1,1,0.338923788
107,Low,2,1,52,2,1,1,1,1,1,1,0.326604646
107,Low,2,1,53,2,0,0,2,1,0,1,0
107,Low,2,1,54,2,0,0,2,2,0,1,0
107,Low,2,1,55,2,1,1,1,1,1,1,0.381865429
107,Low,2,1,56,2,1,1,1,1,1,1,0.367676989
107,Low,2,1,57,2,0,0,2,2,0,1,0
107,Low,2,1,58,2,2,1,1,2,1,1,0.340624555
107,Low,2,1,59,2,0,0,2,1,0,1,0
107,Low,2,1,60,2,1,1,1,1,1,1,0.34604582
107,Low,2,1,61,1,2,1,1,2,1,1,0.646741711
107,Low,2,1,62,1,1,1,1,1,1,1,0.408537896
107,Low,2,1,63,1,0,0,2,2,0,1,0
107,Low,2,1,64,1,0,0,2,1,0,1,0
107,Low,2,1,65,1,0,0,2,1,0,1,0
107,Low,2,1,66,1,0,0,2,2,0,1,0
107,Low,2,1,67,1,2,1,1,2,1,1,0.403997028
107,Low,2,1,68,1,0,0,2,1,0,1,0
107,Low,2,1,69,1,0,0,2,1,0,1,0
107,Low,2,1,70,1,0,0,2,2,0,1,0
107,Low,2,1,71,1,1,1,1,1,1,1,0.350621966
107,Low,2,1,72,1,2,1,1,2,1,1,0.403216708
107,Low,2,1,73,1,1,1,1,1,1,1,0.355332011
107,Low,2,1,74,1,2,1,1,2,1,1,0.374611221
107,Low,2,1,75,1,1,1,1,1,1,1,0.331284032
107,Low,2,1,76,1,1,1,1,1,1,1,0.349769453
107,Low,2,1,77,1,0,0,2,1,0,1,0
107,Low,2,1,78,1,0,0,2,2,0,1,0
107,Low,2,1,79,1,2,1,1,2,1,1,0.405216463
107,Low,2,1,80,1,0,0,2,2,0,1,0
107,Low,2,1,81,1,0,0,2,2,0,1,0
107,Low,2,1,82,1,0,0,2,1,0,1,0
107,Low,2,1,83,1,2,1,1,2,1,1,0.41420306
107,Low,2,1,84,1,2,1,1,2,1,1,0.367879986
107,Low,2,1,85,1,1,1,1,1,1,1,0.35613577
107,Low,2,1,86,1,0,0,2,2,0,1,0
107,Low,2,1,87,1,0,0,2,1,0,1,0
107,Low,2,1,88,1,1,1,1,1,1,1,0.379210733
107,Low,2,1,89,1,0,0,2,2,0,1,0
107,Low,2,1,90,1,2,1,1,2,1,1,0.351559378
107,Low,2,1,91,1,2,1,1,2,1,1,0.338559338
107,Low,2,1,92,1,1,1,1,1,1,1,0.355079578
107,Low,2,1,93,1,0,0,2,1,0,1,0
107,Low,2,1,94,1,0,0,2,2,0,1,0
107,Low,2,1,95,1,1,1,1,1,1,1,0.315963388
107,Low,2,1,96,1,1,1,1,1,1,1,0.301869019
107,Low,2,1,97,1,0,0,2,1,0,1,0
107,Low,2,1,98,1,0,0,2,2,0,1,0
107,Low,2,1,99,1,2,1,1,2,1,1,0.358611764
107,Low,2,1,100,1,0,0,2,1,0,1,0
107,Low,2,1,101,1,1,1,1,1,1,1,0.364648624
107,Low,2,1,102,1,0,0,2,2,0,1,0
107,Low,2,1,103,1,1,1,1,1,1,1,0.337453428
107,Low,2,1,104,1,0,0,2,2,0,1,0
107,Low,2,1,105,1,1,1,1,1,1,1,0.34119686
107,Low,2,1,106,1,2,1,1,2,1,1,0.361515829
107,Low,2,1,107,1,1,1,1,1,1,1,0.348334805
107,Low,2,1,108,1,2,1,1,2,1,1,0.365681035
107,Low,2,1,109,1,0,0,2,1,0,1,0
107,Low,2,1,110,1,0,0,2,1,0,1,0
107,Low,2,1,111,1,2,1,1,2,1,1,0.324464902
107,Low,2,1,112,1,2,1,1,2,1,1,0.312024444
107,Low,2,1,113,1,0,0,2,1,0,1,0
107,Low,2,1,114,1,0,0,2,1,0,1,0
107,Low,2,1,115,1,0,0,2,2,0,1,0
107,Low,2,1,116,1,0,0,2,2,0,1,0
107,Low,2,1,117,1,0,0,2,1,0,1,0
107,Low,2,1,118,1,1,1,1,1,1,1,0.357416712
107,Low,2,1,119,1,2,1,1,2,1,1,0.344571825
107,Low,2,1,120,1,0,0,2,2,0,1,0
107,Low,2,2,121,2,0,0,2,1,0,1,0
107,Low,2,2,122,2,0,0,2,2,0,1,0
107,Low,2,2,123,2,1,1,1,1,1,1,0.363865381
107,Low,2,2,124,2,1,1,1,1,1,1,0.319313675
107,Low,2,2,125,2,1,1,1,1,1,1,0.305021171
107,Low,2,2,126,2,0,0,2,1,0,1,0
107,Low,2,2,127,2,2,1,1,2,1,1,0.439608499
107,Low,2,2,128,2,1,1,1,1,1,1,0.297083656
107,Low,2,2,129,2,0,0,2,2,0,1,0
107,Low,2,2,130,2,0,0,2,2,0,1,0
107,Low,2,2,131,2,0,0,2,2,0,1,0
107,Low,2,2,132,2,2,1,1,2,1,1,0.370239391
107,Low,2,2,133,2,1,1,1,1,1,1,0.323309457
107,Low,2,2,134,2,0,0,2,1,0,1,0
107,Low,2,2,135,2,2,1,1,2,1,1,0.363397135
107,Low,2,2,136,2,2,1,1,2,1,1,0.350617426
107,Low,2,2,137,2,0,0,2,1,0,1,0
107,Low,2,2,138,2,2,1,1,2,1,1,0.354995001
107,Low,2,2,139,2,0,0,2,1,0,1,0
107,Low,2,2,140,2,0,0,2,2,0,1,0
107,Low,2,2,141,2,2,1,1,2,1,1,0.395498849
107,Low,2,2,142,2,0,0,2,2,0,1,0
107,Low,2,2,143,2,2,1,1,2,1,1,0.435110625
107,Low,2,2,144,2,1,1,1,1,1,1,0.388328922
107,Low,2,2,145,2,0,0,2,2,0,1,0
107,Low,2,2,146,2,1,1,1,1,1,1,0.359713097
107,Low,2,2,147,2,0,0,2,2,0,1,0
107,Low,2,2,148,2,0,0,2,2,0,1,0
107,Low,2,2,149,2,2,1,1,2,1,1,0.383471846
107,Low,2,2,150,2,0,0,2,1,0,1,0
107,Low,2,2,151,2,1,1,1,1,1,1,0.390450211
107,Low,2,2,152,2,0,0,2,1,0,1,0
107,Low,2,2,153,2,0,0,2,1,0,1,0
107,Low,2,2,154,2,2,1,1,2,1,1,0.350067218
107,Low,2,2,155,2,2,1,1,2,1,1,0.369518262
107,Low,2,2,156,2,0,0,2,1,0,1,0
107,Low,2,2,157,2,1,1,1,1,1,1,0.372120127
107,Low,2,2,158,2,0,0,2,2,0,1,0
107,Low,2,2,159,2,1,1,1,1,1,1,0.31213613
107,Low,2,2,160,2,0,0,2,1,0,1,0
107,Low,2,2,161,2,0,0,2,1,0,1,0
107,Low,2,2,162,2,2,1,1,2,1,1,0.32388062
107,Low,2,2,163,2,2,1,1,2,1,1,0.468398497
107,Low,2,2,164,2,0,0,2,1,0,1,0
107,Low,2,2,165,2,0,0,2,1,0,1,0
107,Low,2,2,166,2,0,0,2,1,0,1,0
107,Low,2,2,167,2,1,1,1,1,1,1,0.382529287
107,Low,2,2,168,2,0,0,2,2,0,1,0
107,Low,2,2,169,2,2,1,1,2,1,1,0.389851456
107,Low,2,2,170,2,0,0,2,2,0,1,0
107,Low,2,2,171,2,1,1,1,1,1,1,0.363863716
107,Low,2,2,172,2,0,0,2,2,0,1,0
107,Low,2,2,173,2,0,0,2,1,0,1,0
107,Low,2,2,174,2,1,1,1,1,1,1,0.384052129
107,Low,2,2,175,2,1,1,1,1,1,1,0.404818363
107,Low,2,2,176,2,2,1,1,2,1,1,0.359644711
107,Low,2,2,177,2,0,0,2,2,0,1,0
107,Low,2,2,178,2,2,1,1,2,1,1,0.332692424
107,Low,2,2,179,2,1,1,1,1,1,1,0.384135073
107,Low,2,2,180,2,0,0,2,2,0,1,0
107,Low,2,2,181,1,0,0,2,1,0,1,0
107,Low,2,2,182,1,0,0,2,1,0,1,0
107,Low,2,2,183,1,2,1,1,2,1,1,0.373110607
107,Low,2,2,184,1,1,1,1,1,1,1,0.391071916
107,Low,2,2,185,1,1,1,1,1,1,1,0.407362867
107,Low,2,2,186,1,0,0,2,2,0,1,0
107,Low,2,2,187,1,0,0,2,2,0,1,0
107,Low,2,2,188,1,1,1,1,1,1,1,0.432306254
107,Low,2,2,189,1,2,1,1,2,1,1,0.38485848
107,Low,2,2,190,1,0,0,2,1,0,1,0
107,Low,2,2,191,1,0,0,2,1,0,1,0
107,Low,2,2,192,1,2,1,1,2,1,1,0.375383552
107,Low,2,2,193,1,2,1,1,2,1,1,0.331831558
107,Low,2,2,194,1,0,0,2,2,0,1,0
107,Low,2,2,195,1,0,0,2,1,0,1,0
107,Low,2,2,196,1,0,0,2,2,0,1,0
107,Low,2,2,197,1,2,1,1,2,1,1,0.373022403
107,Low,2,2,198,1,1,1,1,1,1,1,0.358388592
107,Low,2,2,199,1,0,0,2,2,0,1,0
107,Low,2,2,200,1,1,1,1,1,1,1,0.333675801
107,Low,2,2,201,1,1,1,1,1,1,1,0.381152554
107,Low,2,2,202,1,0,0,2,1,0,1,0
107,Low,2,2,203,1,2,1,1,2,1,1,0.355726688
107,Low,2,2,204,1,1,1,1,1,1,1,0.344114315
107,Low,2,2,205,1,0,0,2,1,0,1,0
107,Low,2,2,206,1,2,1,1,2,1,1,0.347508499
107,Low,2,2,207,1,0,0,2,1,0,1,0
107,Low,2,2,208,1,0,0,2,2,0,1,0
107,Low,2,2,209,1,0,0,2,1,0,1,0
107,Low,2,2,210,1,2,1,1,2,1,1,0.388277194
107,Low,2,2,211,1,0,0,2,2,0,1,0
107,Low,2,2,212,1,0,0,2,2,0,1,0
107,Low,2,2,213,1,0,0,2,2,0,1,0
107,Low,2,2,214,1,1,1,1,1,1,1,0.432514345
107,Low,2,2,215,1,2,1,1,2,1,1,0.418567956
107,Low,2,2,216,1,1,1,1,1,1,1,0.341542717
107,Low,2,2,217,1,1,1,1,1,1,1,0.329487048
107,Low,2,2,218,1,0,0,2,1,0,1,0
107,Low,2,2,219,1,0,0,2,2,0,1,0
107,Low,2,2,220,1,2,1,1,2,1,1,0.351256709
107,Low,2,2,221,1,0,0,2,2,0,1,0
107,Low,2,2,222,1,2,1,1,2,1,1,0.386531313
107,Low,2,2,223,1,2,1,1,2,1,1,0.406786381
107,Low,2,2,224,1,0,0,2,2,0,1,0
107,Low,2,2,225,1,0,0,2,2,0,1,0
107,Low,2,2,226,1,1,1,1,1,1,1,0.365341562
107,Low,2,2,227,1,0,0,2,1,0,1,0
107,Low,2,2,228,1,0,0,2,2,0,1,0
107,Low,2,2,229,1,0,0,2,1,0,1,0
107,Low,2,2,230,1,1,1,1,1,1,1,0.410145885
107,Low,2,2,231,1,0,0,2,1,0,1,0
107,Low,2,2,232,1,1,1,1,1,1,1,0.349675901
107,Low,2,2,233,1,0,0,2,1,0,1,0
107,Low,2,2,234,1,0,0,2,1,0,1,0
107,Low,2,2,235,1,1,1,1,1,1,1,0.372531024
107,Low,2,2,236,1,2,1,1,2,1,1,0.360737211
107,Low,2,2,237,1,1,1,1,1,1,1,0.345037971
107,Low,2,2,238,1,2,1,1,2,1,1,0.364684576
107,Low,2,2,239,1,2,1,1,2,1,1,0.38171984
107,Low,2,2,240,1,0,0,2,2,0,1,0
107,Low,2,3,241,2,2,1,1,2,1,1,0.429045188
107,Low,2,3,242,2,0,0,2,1,0,1,0
107,Low,2,3,243,2,2,1,1,2,1,1,0.337091554
107,Low,2,3,244,2,2,1,1,2,1,1,0.325753743
107,Low,2,3,245,2,0,0,2,1,0,1,0
107,Low,2,3,246,2,0,0,2,2,0,1,0
107,Low,2,3,247,2,0,0,2,2,0,1,0
107,Low,2,3,248,2,0,0,2,2,0,1,0
107,Low,2,3,249,2,2,1,1,2,1,1,0.353865905
107,Low,2,3,250,2,0,0,2,2,0,1,0
107,Low,2,3,251,2,0,0,2,1,0,1,0
107,Low,2,3,252,2,1,1,1,1,1,1,0.375649308
107,Low,2,3,253,2,0,0,2,1,0,1,0
107,Low,2,3,254,2,1,1,1,1,1,1,0.38261505
107,Low,2,3,255,2,0,0,2,1,0,1,0
107,Low,2,3,256,2,1,1,1,1,1,1,0.386700734
107,Low,2,3,257,2,0,0,2,2,0,1,0
107,Low,2,3,258,2,2,1,1,2,1,1,0.392727762
107,Low,2,3,259,2,1,1,1,1,1,1,0.474802207
107,Low,2,3,260,2,1,1,1,1,1,1,0.461961878
107,Low,2,3,261,2,0,0,2,2,0,1,0
107,Low,2,3,262,2,0,0,2,1,0,1,0
107,Low,2,3,263,2,1,1,1,1,1,1,0.438314883
107,Low,2,3,264,2,0,0,2,1,0,1,0
107,Low,2,3,265,2,2,1,1,2,1,1,0.316385537
107,Low,2,3,266,2,1,1,1,1,1,1,0.366348847
107,Low,2,3,267,2,2,1,1,2,1,1,0.351516675
107,Low,2,3,268,2,0,0,2,2,0,1,0
107,Low,2,3,269,2,0,0,2,2,0,1,0
107,Low,2,3,270,2,0,0,2,1,0,1,0
107,Low,2,3,271,2,0,0,2,2,0,1,0
107,Low,2,3,272,2,2,1,1,2,1,1,0.34770921
107,Low,2,3,273,2,0,0,2,1,0,1,0
107,Low,2,3,274,2,1,1,1,1,1,1,0.515435351
107,Low,2,3,275,2,1,1,1,1,1,1,0.438744954
107,Low,2,3,276,2,0,0,2,1,0,1,0
107,Low,2,3,277,2,2,1,1,2,1,1,0.315641615
107,Low,2,3,278,2,1,1,1,1,1,1,0.398898022
107,Low,2,3,279,2,2,1,1,2,1,1,0.383553615
107,Low,2,3,280,2,0,0,2,2,0,1,0
107,Low,2,3,281,2,0,0,2,2,0,1,0
107,Low,2,3,282,2,1,1,1,1,1,1,0.392487419
107,Low,2,3,283,2,2,1,1,2,1,1,0.378147785
107,Low,2,3,284,2,0,0,2,1,0,1,0
107,Low,2,3,285,2,1,1,1,1,1,1,0.353997512
107,Low,2,3,286,2,0,0,2,2,0,1,0
107,Low,2,3,287,2,1,1,1,1,1,1,0.422996439
107,Low,2,3,288,2,1,1,1,1,1,1,0.471231075
107,Low,2,3,289,2,0,0,2,1,0,1,0
107,Low,2,3,290,2,0,0,2,1,0,1,0
107,Low,2,3,291,2,2,1,1,2,1,1,0.462818998
107,Low,2,3,292,2,0,0,2,2,1,0,0.386516163
107,Low,2,3,293,2,0,0,2,2,0,1,0
107,Low,2,3,294,2,0,0,2,1,0,1,0
107,Low,2,3,295,2,1,1,1,1,1,1,0.378292411
107,Low,2,3,296,2,0,0,2,2,0,1,0
107,Low,2,3,297,2,2,1,1,2,1,1,0.47799731
107,Low,2,3,298,2,0,0,2,1,0,1,0
107,Low,2,3,299,2,2,1,1,2,1,1,0.388487665
107,Low,2,3,300,2,2,1,1,2,1,1,0.375116938
107,Low,2,3,301,1,0,0,2,2,0,1,0
107,Low,2,3,302,1,0,0,2,2,0,1,0
107,Low,2,3,303,1,0,0,2,1,0,1,0
107,Low,2,3,304,1,1,1,1,1,1,1,0.353832025
107,Low,2,3,305,1,2,1,1,2,1,1,0.370439706
107,Low,2,3,306,1,2,1,1,2,1,1,0.420987265
107,Low,2,3,307,1,0,0,2,1,0,1,0
107,Low,2,3,308,1,1,1,1,1,1,1,0.329282926
107,Low,2,3,309,1,1,1,1,1,1,1,0.380219707
107,Low,2,3,310,1,0,0,2,2,0,1,0
107,Low,2,3,311,1,0,0,2,1,0,1,0
107,Low,2,3,312,1,2,1,1,2,1,1,0.372826043
107,Low,2,3,313,1,0,0,2,2,0,1,0
107,Low,2,3,314,1,2,1,1,2,1,1,0.409265693
107,Low,2,3,315,1,0,0,2,1,0,1,0
107,Low,2,3,316,1,1,1,1,1,1,1,0.351480024
107,Low,2,3,317,1,1,1,1,1,1,1,0.33591133
107,Low,2,3,318,1,0,0,2,1,0,1,0
107,Low,2,3,319,1,2,1,1,2,1,1,0.407983006
107,Low,2,3,320,1,0,0,2,2,0,1,0
107,Low,2,3,321,1,1,1,1,1,1,1,0.380789894
107,Low,2,3,322,1,2,1,1,2,1,1,0.398778966
107,Low,2,3,323,1,2,1,1,2,1,1,0.354739171
107,Low,2,3,324,1,0,0,2,2,0,1,0
107,Low,2,3,325,1,2,1,1,2,1,1,0.388188499
107,Low,2,3,326,1,0,0,2,1,0,1,0
107,Low,2,3,327,1,1,1,1,1,1,1,0.364220628
107,Low,2,3,328,1,2,1,1,2,1,1,0.411941891
107,Low,2,3,329,1,0,0,2,1,0,1,0
107,Low,2,3,330,1,2,1,1,2,1,1,0.354212379
107,Low,2,3,331,1,1,1,1,1,1,1,0.37390316
107,Low,2,3,332,1,0,0,2,1,0,1,0
107,Low,2,3,333,1,0,0,2,1,0,1,0
107,Low,2,3,334,1,1,1,1,1,1,1,0.39702216
107,Low,2,3,335,1,0,0,2,2,0,1,0
107,Low,2,3,336,1,0,0,2,1,0,1,0
107,Low,2,3,337,1,1,1,1,1,1,1,0.355682786
107,Low,2,3,338,1,0,0,2,2,0,1,0
107,Low,2,3,339,1,0,0,2,2,0,1,0
107,Low,2,3,340,1,0,0,2,2,0,1,0
107,Low,2,3,341,1,0,0,2,2,0,1,0
107,Low,2,3,342,1,1,1,1,1,1,1,0.351556484
107,Low,2,3,343,1,1,1,1,1,1,1,0.340252469
107,Low,2,3,344,1,0,0,2,2,0,1,0
107,Low,2,3,345,1,0,0,2,2,0,1,0
107,Low,2,3,346,1,2,1,1,2,1,1,0.42669478
107,Low,2,3,347,1,0,0,2,1,0,1,0
107,Low,2,3,348,1,0,0,2,1,0,1,0
107,Low,2,3,349,1,1,1,1,1,1,1,0.418165262
107,Low,2,3,350,1,0,0,2,1,0,1,0
